Year,Month,Date,Product Subcategory Name,Product Category,Territory Name,Territory Group,Sales
2007,Dec,01/12/2007,Wheels,Components,France,Europe,1378.90
2007,Dec,01/12/2007,Bib-Shorts,Clothing,Southeast,North America,1295.86
2007,Dec,01/12/2007,Headsets,Components,Canada,North America,1294.80
2007,Dec,01/12/2007,Handlebars,Components,Canada,North America,1190.32
2007,Dec,01/12/2007,Gloves,Clothing,United Kingdom,Europe,1126.40
2007,Dec,01/12/2007,Jerseys,Clothing,Northeast,North America,1095.94
2007,Dec,01/12/2007,Tights,Clothing,Southeast,North America,1034.86
2007,Dec,01/12/2007,Bib-Shorts,Clothing,Central,North America,863.90
2007,Dec,01/12/2007,Helmets,Accessories,Northeast,North America,829.66
2007,Dec,01/12/2007,Helmets,Accessories,Central,North America,827.65
2007,Dec,01/12/2007,Forks,Components,Northwest,North America,817.57
2007,Dec,01/12/2007,Forks,Components,United Kingdom,Europe,768.81
2007,Dec,01/12/2007,Headsets,Components,Northwest,North America,742.62
2007,Dec,01/12/2007,Jerseys,Clothing,Southeast,North America,721.01
2007,Dec,01/12/2007,Helmets,Accessories,Southeast,North America,706.53
2007,Dec,01/12/2007,Gloves,Clothing,Northwest,North America,688.35
2007,Dec,01/12/2007,Gloves,Clothing,Southeast,North America,668.75
2007,Dec,01/12/2007,Jerseys,Clothing,Northwest,North America,663.33
2007,Dec,01/12/2007,Handlebars,Components,Northwest,North America,562.23
2007,Dec,01/12/2007,Bib-Shorts,Clothing,Northwest,North America,539.94
2007,Dec,01/12/2007,Shorts,Clothing,Northwest,North America,539.91
2007,Dec,01/12/2007,Handlebars,Components,Southeast,North America,526.76
2007,Dec,01/12/2007,Handlebars,Components,Northeast,North America,524.81
2007,Dec,01/12/2007,Handlebars,Components,Central,North America,500.78
2007,Dec,01/12/2007,Handlebars,Components,United Kingdom,Europe,432.98
2007,Dec,01/12/2007,Shorts,Clothing,Northeast,North America,431.93
2007,Dec,01/12/2007,Caps,Clothing,Southwest,North America,419.07
2007,Dec,01/12/2007,Tights,Clothing,France,Europe,404.95
2007,Dec,01/12/2007,Pumps,Accessories,Southwest,North America,395.80
2007,Dec,01/12/2007,Bib-Shorts,Clothing,United Kingdom,Europe,377.96
2007,Dec,01/12/2007,Locks,Accessories,Southwest,North America,375.00
2007,Dec,01/12/2007,Gloves,Clothing,Northeast,North America,367.35
2007,Dec,01/12/2007,Headsets,Components,United Kingdom,Europe,333.98
2007,Dec,01/12/2007,Locks,Accessories,Canada,North America,330.00
2007,Dec,01/12/2007,Shorts,Clothing,Southeast,North America,323.95
2007,Dec,01/12/2007,Helmets,Accessories,Northwest,North America,322.98
2007,Dec,01/12/2007,Pumps,Accessories,Canada,North America,287.86
2007,Dec,01/12/2007,Tights,Clothing,United Kingdom,Europe,269.96
2007,Dec,01/12/2007,Gloves,Clothing,France,Europe,264.86
2007,Dec,01/12/2007,Caps,Clothing,Canada,North America,248.95
2007,Dec,01/12/2007,Locks,Accessories,Central,North America,210.00
2007,Dec,01/12/2007,Jerseys,Clothing,United Kingdom,Europe,201.88
2007,Dec,01/12/2007,Handlebars,Components,France,Europe,196.81
2007,Dec,01/12/2007,Helmets,Accessories,United Kingdom,Europe,181.68
2007,Dec,01/12/2007,Shorts,Clothing,Central,North America,179.97
2007,Dec,01/12/2007,Pumps,Accessories,Central,North America,179.91
2007,Dec,01/12/2007,Jerseys,Clothing,France,Europe,173.04
2007,Dec,01/12/2007,Caps,Clothing,Central,North America,155.60
2007,Dec,01/12/2007,Shorts,Clothing,United Kingdom,Europe,143.98
2007,Dec,01/12/2007,Locks,Accessories,Southeast,North America,135.00
2007,Dec,01/12/2007,Caps,Clothing,Northwest,North America,134.85
2007,Dec,01/12/2007,Locks,Accessories,Northeast,North America,90.00
2007,Dec,01/12/2007,Pumps,Accessories,Southeast,North America,83.96
2007,Dec,01/12/2007,Caps,Clothing,Northeast,North America,80.91
2007,Dec,01/12/2007,Pumps,Accessories,Northeast,North America,71.96
2007,Dec,01/12/2007,Locks,Accessories,Northwest,North America,60.00
2007,Dec,01/12/2007,Pumps,Accessories,Northwest,North America,47.98
2007,Dec,01/12/2007,Helmets,Accessories,France,Europe,40.37
2007,Dec,01/12/2007,Caps,Clothing,France,Europe,36.31
2007,Dec,01/12/2007,Caps,Clothing,Southeast,North America,31.12
2007,Dec,01/12/2007,Headsets,Components,Central,North America,20.52
2007,Dec,01/12/2007,Pumps,Accessories,France,Europe,11.99
2007,Dec,01/12/2007,Caps,Clothing,United Kingdom,Europe,10.37
2008,Jan,01/01/2008,Road Bikes,Bikes,Southwest,North America,210127.59
2008,Jan,01/01/2008,Mountain Bikes,Bikes,Northwest,North America,163186.69
2008,Jan,01/01/2008,Road Bikes,Bikes,Central,North America,136963.44
2008,Jan,01/01/2008,Road Bikes,Bikes,Northeast,North America,128269.87
2008,Jan,01/01/2008,Road Bikes,Bikes,Canada,North America,109640.69
2008,Jan,01/01/2008,Mountain Bikes,Bikes,Canada,North America,106004.82
2008,Jan,01/01/2008,Road Bikes,Bikes,Australia,Pacific,97725.22
2008,Jan,01/01/2008,Mountain Bikes,Bikes,Northeast,North America,97101.83
2008,Jan,01/01/2008,Mountain Bikes,Bikes,Southwest,North America,88945.74
2008,Jan,01/01/2008,Mountain Bikes,Bikes,Australia,Pacific,88513.01
2008,Jan,01/01/2008,Mountain Bikes,Bikes,Southeast,North America,75575.49
2008,Jan,01/01/2008,Road Bikes,Bikes,United Kingdom,Europe,72999.18
2008,Jan,01/01/2008,Road Bikes,Bikes,Northwest,North America,67194.47
2008,Jan,01/01/2008,Mountain Bikes,Bikes,France,Europe,41907.03
2008,Jan,01/01/2008,Road Bikes,Bikes,Southeast,North America,38515.65
2008,Jan,01/01/2008,Road Bikes,Bikes,Germany,Europe,31701.19
2008,Jan,01/01/2008,Road Bikes,Bikes,France,Europe,29112.05
2008,Jan,01/01/2008,Mountain Frames,Components,Canada,North America,24251.95
2008,Jan,01/01/2008,Road Frames,Components,Canada,North America,20624.24
2008,Jan,01/01/2008,Mountain Bikes,Bikes,United Kingdom,Europe,20580.27
2008,Jan,01/01/2008,Road Frames,Components,Southwest,North America,9712.52
2008,Jan,01/01/2008,Mountain Frames,Components,Southwest,North America,9076.14
2008,Jan,01/01/2008,Mountain Frames,Components,Northeast,North America,6510.06
2008,Jan,01/01/2008,Mountain Bikes,Bikes,Germany,Europe,6214.26
2008,Jan,01/01/2008,Road Frames,Components,Central,North America,5715.93
2008,Jan,01/01/2008,Wheels,Components,Canada,North America,5667.99
2008,Jan,01/01/2008,Wheels,Components,Northeast,North America,3800.83
2008,Jan,01/01/2008,Road Frames,Components,Northwest,North America,3123.92
2008,Jan,01/01/2008,Road Frames,Components,United Kingdom,Europe,2941.50
2008,Jan,01/01/2008,Wheels,Components,Northwest,North America,2925.53
2008,Jan,01/01/2008,Wheels,Components,Southeast,North America,2259.35
2008,Jan,01/01/2008,Wheels,Components,Southwest,North America,2039.90
2008,Jan,01/01/2008,Road Frames,Components,Southeast,North America,2008.53
2008,Jan,01/01/2008,Bib-Shorts,Clothing,Canada,North America,1943.78
2008,Jan,01/01/2008,Tights,Clothing,Canada,North America,1889.75
2008,Jan,01/01/2008,Mountain Frames,Components,Northwest,North America,1883.30
2008,Jan,01/01/2008,Mountain Frames,Components,Southeast,North America,1674.05
2008,Jan,01/01/2008,Bib-Shorts,Clothing,Southwest,North America,1619.82
2008,Jan,01/01/2008,Gloves,Clothing,Northeast,North America,1434.50
2008,Jan,01/01/2008,Tights,Clothing,Southeast,North America,1349.82
2008,Jan,01/01/2008,Tights,Clothing,Southwest,North America,1304.83
2008,Jan,01/01/2008,Mountain Bikes,Bikes,Central,North America,1229.46
2008,Jan,01/01/2008,Jerseys,Clothing,Southwest,North America,1153.62
2008,Jan,01/01/2008,Gloves,Clothing,Southeast,North America,1118.72
2008,Jan,01/01/2008,Gloves,Clothing,Canada,North America,1048.91
2008,Jan,01/01/2008,Jerseys,Clothing,Canada,North America,1038.25
2008,Jan,01/01/2008,Gloves,Clothing,Southwest,North America,983.73
2008,Jan,01/01/2008,Forks,Components,Canada,North America,963.86
2008,Jan,01/01/2008,Gloves,Clothing,Northwest,North America,948.45
2008,Jan,01/01/2008,Headsets,Components,Canada,North America,925.03
2008,Jan,01/01/2008,Helmets,Accessories,Canada,North America,908.39
2008,Jan,01/01/2008,Shorts,Clothing,Southwest,North America,899.85
2008,Jan,01/01/2008,Bib-Shorts,Clothing,Southeast,North America,863.90
2008,Jan,01/01/2008,Shorts,Clothing,Canada,North America,863.86
2008,Jan,01/01/2008,Tights,Clothing,Central,North America,854.89
2008,Jan,01/01/2008,Forks,Components,Southwest,North America,826.16
2008,Jan,01/01/2008,Gloves,Clothing,France,Europe,820.87
2008,Jan,01/01/2008,Handlebars,Components,Canada,North America,749.56
2008,Jan,01/01/2008,Tights,Clothing,France,Europe,719.90
2008,Jan,01/01/2008,Tights,Clothing,Northeast,North America,719.90
2008,Jan,01/01/2008,Jerseys,Clothing,Central,North America,692.17
2008,Jan,01/01/2008,Headsets,Components,Southwest,North America,688.58
2008,Jan,01/01/2008,Helmets,Accessories,Southwest,North America,686.34
2008,Jan,01/01/2008,Helmets,Accessories,Central,North America,645.97
2008,Jan,01/01/2008,Mountain Frames,Components,France,Europe,627.77
2008,Jan,01/01/2008,Bib-Shorts,Clothing,Central,North America,593.93
2008,Jan,01/01/2008,Bib-Shorts,Clothing,France,Europe,593.93
2008,Jan,01/01/2008,Jerseys,Clothing,Southeast,North America,576.81
2008,Jan,01/01/2008,Shorts,Clothing,Southeast,North America,539.91
2008,Jan,01/01/2008,Tights,Clothing,Northwest,North America,494.93
2008,Jan,01/01/2008,Tights,Clothing,United Kingdom,Europe,494.93
2008,Jan,01/01/2008,Bib-Shorts,Clothing,Northwest,North America,485.95
2008,Jan,01/01/2008,Gloves,Clothing,Central,North America,460.41
2008,Jan,01/01/2008,Jerseys,Clothing,United Kingdom,Europe,432.61
2008,Jan,01/01/2008,Shorts,Clothing,Central,North America,431.93
2008,Jan,01/01/2008,Shorts,Clothing,France,Europe,395.93
2008,Jan,01/01/2008,Jerseys,Clothing,France,Europe,374.93
2008,Jan,01/01/2008,Road Frames,Components,Northeast,North America,367.88
2008,Jan,01/01/2008,Helmets,Accessories,Southeast,North America,363.36
2008,Jan,01/01/2008,Handlebars,Components,Northeast,North America,337.75
2008,Jan,01/01/2008,Bib-Shorts,Clothing,United Kingdom,Europe,323.96
2008,Jan,01/01/2008,Helmets,Accessories,France,Europe,322.98
2008,Jan,01/01/2008,Jerseys,Clothing,Northeast,North America,288.40
2008,Jan,01/01/2008,Shorts,Clothing,United Kingdom,Europe,287.95
2008,Jan,01/01/2008,Forks,Components,Northeast,North America,275.39
2008,Jan,01/01/2008,Wheels,Components,Central,North America,265.58
2008,Jan,01/01/2008,Pumps,Accessories,Canada,North America,263.87
2008,Jan,01/01/2008,Locks,Accessories,Canada,North America,240.00
2008,Jan,01/01/2008,Jerseys,Clothing,Northwest,North America,230.72
2008,Jan,01/01/2008,Locks,Accessories,Southwest,North America,225.00
2008,Jan,01/01/2008,Helmets,Accessories,Northeast,North America,201.87
2008,Jan,01/01/2008,Wheels,Components,France,Europe,196.33
2008,Jan,01/01/2008,Headsets,Components,Northeast,North America,184.12
2008,Jan,01/01/2008,Helmets,Accessories,United Kingdom,Europe,181.68
2008,Jan,01/01/2008,Handlebars,Components,Northwest,North America,168.87
2008,Jan,01/01/2008,Handlebars,Components,Southwest,North America,149.91
2008,Jan,01/01/2008,Handlebars,Components,Southeast,North America,135.10
2008,Jan,01/01/2008,Pumps,Accessories,Southwest,North America,131.93
2008,Jan,01/01/2008,Caps,Clothing,Southwest,North America,114.10
2008,Jan,01/01/2008,Gloves,Clothing,United Kingdom,Europe,113.03
2008,Jan,01/01/2008,Bib-Shorts,Clothing,Northeast,North America,107.99
2008,Jan,01/01/2008,Shorts,Clothing,Northwest,North America,107.98
2008,Jan,01/01/2008,Pumps,Accessories,Central,North America,95.95
2008,Jan,01/01/2008,Caps,Clothing,Canada,North America,88.17
2008,Jan,01/01/2008,Pumps,Accessories,United Kingdom,Europe,83.96
2008,Jan,01/01/2008,Caps,Clothing,Southeast,North America,77.80
2008,Jan,01/01/2008,Locks,Accessories,France,Europe,75.00
2008,Jan,01/01/2008,Locks,Accessories,United Kingdom,Europe,75.00
2008,Jan,01/01/2008,Handlebars,Components,France,Europe,67.55
2008,Jan,01/01/2008,Helmets,Accessories,Northwest,North America,60.56
2008,Jan,01/01/2008,Locks,Accessories,Central,North America,60.00
2008,Jan,01/01/2008,Caps,Clothing,Northeast,North America,51.87
2008,Jan,01/01/2008,Caps,Clothing,Central,North America,46.68
2008,Jan,01/01/2008,Locks,Accessories,Southeast,North America,45.00
2008,Jan,01/01/2008,Shorts,Clothing,Northeast,North America,35.99
2008,Jan,01/01/2008,Pumps,Accessories,Southeast,North America,35.98
2008,Jan,01/01/2008,Caps,Clothing,Northwest,North America,31.12
2008,Jan,01/01/2008,Pumps,Accessories,France,Europe,23.99
2008,Jan,01/01/2008,Caps,Clothing,United Kingdom,Europe,20.75
2008,Jan,01/01/2008,Caps,Clothing,France,Europe,10.37
2008,Feb,01/02/2008,Road Bikes,Bikes,Southwest,North America,481903.13
2008,Feb,01/02/2008,Road Bikes,Bikes,Canada,North America,253530.80
2008,Feb,01/02/2008,Mountain Bikes,Bikes,Northwest,North America,219207.69
2008,Feb,01/02/2008,Road Bikes,Bikes,Northwest,North America,180028.76
2008,Feb,01/02/2008,Mountain Bikes,Bikes,Southwest,North America,171874.07
2008,Feb,01/02/2008,Road Bikes,Bikes,Central,North America,134615.08
2008,Feb,01/02/2008,Road Bikes,Bikes,Northeast,North America,124677.21
2008,Feb,01/02/2008,Road Bikes,Bikes,Southeast,North America,119004.26
2008,Feb,01/02/2008,Mountain Bikes,Bikes,Northeast,North America,118465.74
2008,Feb,01/02/2008,Road Bikes,Bikes,Australia,Pacific,104746.77
2008,Feb,01/02/2008,Mountain Bikes,Bikes,Australia,Pacific,103035.27
2008,Feb,01/02/2008,Road Bikes,Bikes,United Kingdom,Europe,94520.10
2008,Feb,01/02/2008,Road Bikes,Bikes,France,Europe,84126.03
2008,Feb,01/02/2008,Mountain Bikes,Bikes,Central,North America,81719.95
2008,Feb,01/02/2008,Mountain Bikes,Bikes,Canada,North America,81210.28
2008,Feb,01/02/2008,Mountain Bikes,Bikes,United Kingdom,Europe,79432.32
2008,Feb,01/02/2008,Mountain Bikes,Bikes,Southeast,North America,76551.79
2008,Feb,01/02/2008,Mountain Bikes,Bikes,France,Europe,71691.55
2008,Feb,01/02/2008,Road Bikes,Bikes,Germany,Europe,39429.37
2008,Feb,01/02/2008,Mountain Frames,Components,Northwest,North America,26569.40
2008,Feb,01/02/2008,Mountain Bikes,Bikes,Germany,Europe,24767.75
2008,Feb,01/02/2008,Mountain Frames,Components,Southwest,North America,15477.82
2008,Feb,01/02/2008,Mountain Frames,Components,France,Europe,14881.31
2008,Feb,01/02/2008,Mountain Frames,Components,Northeast,North America,14105.15
2008,Feb,01/02/2008,Mountain Frames,Components,Canada,North America,12564.49
2008,Feb,01/02/2008,Mountain Frames,Components,Central,North America,11594.71
2008,Feb,01/02/2008,Road Frames,Components,Canada,North America,11525.35
2008,Feb,01/02/2008,Road Frames,Components,Southwest,North America,10532.09
2008,Feb,01/02/2008,Road Frames,Components,Northeast,North America,8754.52
2008,Feb,01/02/2008,Mountain Frames,Components,Southeast,North America,6952.33
2008,Feb,01/02/2008,Road Frames,Components,France,Europe,6797.56
2008,Feb,01/02/2008,Wheels,Components,Southwest,North America,6646.22
2008,Feb,01/02/2008,Mountain Frames,Components,United Kingdom,Europe,6215.55
2008,Feb,01/02/2008,Wheels,Components,Northeast,North America,4583.34
2008,Feb,01/02/2008,Road Frames,Components,Southeast,North America,4294.49
2008,Feb,01/02/2008,Wheels,Components,Northwest,North America,3419.15
2008,Feb,01/02/2008,Tights,Clothing,Southwest,North America,2609.65
2008,Feb,01/02/2008,Wheels,Components,Central,North America,2545.57
2008,Feb,01/02/2008,Gloves,Clothing,Southwest,North America,2384.98
2008,Feb,01/02/2008,Wheels,Components,Southeast,North America,2383.29
2008,Feb,01/02/2008,Gloves,Clothing,Canada,North America,2204.06
2008,Feb,01/02/2008,Bib-Shorts,Clothing,Canada,North America,2159.76
2008,Feb,01/02/2008,Gloves,Clothing,Northwest,North America,1993.94
2008,Feb,01/02/2008,Bib-Shorts,Clothing,Northwest,North America,1835.80
2008,Feb,01/02/2008,Tights,Clothing,Canada,North America,1799.76
2008,Feb,01/02/2008,Jerseys,Clothing,Canada,North America,1730.42
2008,Feb,01/02/2008,Gloves,Clothing,Northeast,North America,1641.06
2008,Feb,01/02/2008,Tights,Clothing,Northwest,North America,1439.81
2008,Feb,01/02/2008,Jerseys,Clothing,Northwest,North America,1297.82
2008,Feb,01/02/2008,Shorts,Clothing,Canada,North America,1295.78
2008,Feb,01/02/2008,Helmets,Accessories,Canada,North America,1251.56
2008,Feb,01/02/2008,Forks,Components,Northwest,North America,1239.25
2008,Feb,01/02/2008,Tights,Clothing,Northeast,North America,1214.84
2008,Feb,01/02/2008,Bib-Shorts,Clothing,Northeast,North America,1187.87
2008,Feb,01/02/2008,Bib-Shorts,Clothing,Southwest,North America,1187.87
2008,Feb,01/02/2008,Jerseys,Clothing,Southwest,North America,1182.46
2008,Feb,01/02/2008,Wheels,Components,United Kingdom,Europe,1177.89
2008,Feb,01/02/2008,Wheels,Components,Canada,North America,1160.55
2008,Feb,01/02/2008,Jerseys,Clothing,France,Europe,1038.25
2008,Feb,01/02/2008,Gloves,Clothing,Southeast,North America,1030.26
2008,Feb,01/02/2008,Wheels,Components,France,Europe,1025.23
2008,Feb,01/02/2008,Headsets,Components,Northwest,North America,1022.38
2008,Feb,01/02/2008,Helmets,Accessories,Northwest,North America,989.14
2008,Feb,01/02/2008,Jerseys,Clothing,Northeast,North America,980.57
2008,Feb,01/02/2008,Bib-Shorts,Clothing,France,Europe,971.89
2008,Feb,01/02/2008,Gloves,Clothing,Central,North America,863.89
2008,Feb,01/02/2008,Forks,Components,Central,North America,826.16
2008,Feb,01/02/2008,Tights,Clothing,France,Europe,764.90
2008,Feb,01/02/2008,Tights,Clothing,United Kingdom,Europe,764.90
2008,Feb,01/02/2008,Headsets,Components,France,Europe,755.90
2008,Feb,01/02/2008,Gloves,Clothing,United Kingdom,Europe,733.80
2008,Feb,01/02/2008,Forks,Components,Southwest,North America,688.47
2008,Feb,01/02/2008,Tights,Clothing,Southeast,North America,674.91
2008,Feb,01/02/2008,Handlebars,Components,Northwest,North America,638.76
2008,Feb,01/02/2008,Jerseys,Clothing,United Kingdom,Europe,634.49
2008,Feb,01/02/2008,Shorts,Clothing,France,Europe,611.90
2008,Feb,01/02/2008,Bib-Shorts,Clothing,Southeast,North America,593.93
2008,Feb,01/02/2008,Headsets,Components,Southwest,North America,592.76
2008,Feb,01/02/2008,Tights,Clothing,Central,North America,584.92
2008,Feb,01/02/2008,Shorts,Clothing,Northeast,North America,575.90
2008,Feb,01/02/2008,Shorts,Clothing,Northwest,North America,539.91
2008,Feb,01/02/2008,Shorts,Clothing,Southwest,North America,539.91
2008,Feb,01/02/2008,Gloves,Clothing,France,Europe,534.25
2008,Feb,01/02/2008,Helmets,Accessories,Northeast,North America,524.85
2008,Feb,01/02/2008,Headsets,Components,Central,North America,504.46
2008,Feb,01/02/2008,Headsets,Components,Southeast,North America,496.94
2008,Feb,01/02/2008,Bib-Shorts,Clothing,United Kingdom,Europe,485.95
2008,Feb,01/02/2008,Handlebars,Components,Southwest,North America,444.40
2008,Feb,01/02/2008,Helmets,Accessories,Southwest,North America,444.10
2008,Feb,01/02/2008,Helmets,Accessories,France,Europe,383.54
2008,Feb,01/02/2008,Helmets,Accessories,Central,North America,322.98
2008,Feb,01/02/2008,Jerseys,Clothing,Central,North America,317.24
2008,Feb,01/02/2008,Jerseys,Clothing,Southeast,North America,317.24
2008,Feb,01/02/2008,Shorts,Clothing,Southeast,North America,287.95
2008,Feb,01/02/2008,Handlebars,Components,Central,North America,285.01
2008,Feb,01/02/2008,Forks,Components,France,Europe,275.39
2008,Feb,01/02/2008,Forks,Components,Northeast,North America,275.39
2008,Feb,01/02/2008,Forks,Components,Southeast,North America,275.39
2008,Feb,01/02/2008,Headsets,Components,Northeast,North America,272.42
2008,Feb,01/02/2008,Helmets,Accessories,United Kingdom,Europe,262.42
2008,Feb,01/02/2008,Locks,Accessories,Canada,North America,225.00
2008,Feb,01/02/2008,Handlebars,Components,Canada,North America,217.46
2008,Feb,01/02/2008,Headsets,Components,Canada,North America,211.05
2008,Feb,01/02/2008,Handlebars,Components,Northeast,North America,207.98
2008,Feb,01/02/2008,Handlebars,Components,Southeast,North America,193.17
2008,Feb,01/02/2008,Headsets,Components,United Kingdom,Europe,184.12
2008,Feb,01/02/2008,Helmets,Accessories,Southeast,North America,181.68
2008,Feb,01/02/2008,Caps,Clothing,Southwest,North America,171.15
2008,Feb,01/02/2008,Caps,Clothing,Canada,North America,171.15
2008,Feb,01/02/2008,Handlebars,Components,United Kingdom,Europe,164.73
2008,Feb,01/02/2008,Locks,Accessories,Northwest,North America,150.00
2008,Feb,01/02/2008,Forks,Components,Canada,North America,137.69
2008,Feb,01/02/2008,Locks,Accessories,France,Europe,135.00
2008,Feb,01/02/2008,Pumps,Accessories,Northwest,North America,119.94
2008,Feb,01/02/2008,Handlebars,Components,France,Europe,116.14
2008,Feb,01/02/2008,Pumps,Accessories,France,Europe,95.95
2008,Feb,01/02/2008,Caps,Clothing,Northwest,North America,93.36
2008,Feb,01/02/2008,Locks,Accessories,Northeast,North America,90.00
2008,Feb,01/02/2008,Caps,Clothing,Northeast,North America,88.17
2008,Feb,01/02/2008,Pumps,Accessories,Canada,North America,83.96
2008,Feb,01/02/2008,Shorts,Clothing,United Kingdom,Europe,71.99
2008,Feb,01/02/2008,Caps,Clothing,United Kingdom,Europe,62.24
2008,Feb,01/02/2008,Locks,Accessories,Southwest,North America,60.00
2008,Feb,01/02/2008,Pumps,Accessories,Northeast,North America,59.97
2008,Feb,01/02/2008,Bib-Shorts,Clothing,Central,North America,53.99
2008,Feb,01/02/2008,Pumps,Accessories,Southeast,North America,47.98
2008,Feb,01/02/2008,Caps,Clothing,France,Europe,46.68
2008,Feb,01/02/2008,Locks,Accessories,Southeast,North America,45.00
2008,Feb,01/02/2008,Caps,Clothing,Central,North America,36.31
2008,Feb,01/02/2008,Pumps,Accessories,Southwest,North America,35.98
2008,Feb,01/02/2008,Caps,Clothing,Southeast,North America,31.12
2008,Feb,01/02/2008,Locks,Accessories,United Kingdom,Europe,30.00
2008,Feb,01/02/2008,Pumps,Accessories,United Kingdom,Europe,23.99
2008,Mar,01/03/2008,Mountain Bikes,Bikes,Southwest,North America,221255.10
2008,Mar,01/03/2008,Mountain Bikes,Bikes,Canada,North America,200784.54
2008,Mar,01/03/2008,Road Bikes,Bikes,Canada,North America,191724.20
2008,Mar,01/03/2008,Road Bikes,Bikes,Southwest,North America,157485.47
2008,Mar,01/03/2008,Road Bikes,Bikes,Northeast,North America,133273.71
2008,Mar,01/03/2008,Mountain Bikes,Bikes,Australia,Pacific,107133.46
2008,Mar,01/03/2008,Road Bikes,Bikes,Southeast,North America,101112.54
2008,Mar,01/03/2008,Road Bikes,Bikes,France,Europe,96459.56
2008,Mar,01/03/2008,Road Bikes,Bikes,Australia,Pacific,91655.02
2008,Mar,01/03/2008,Road Bikes,Bikes,United Kingdom,Europe,89692.50
2008,Mar,01/03/2008,Road Bikes,Bikes,Central,North America,88979.27
2008,Mar,01/03/2008,Mountain Bikes,Bikes,Central,North America,84287.53
2008,Mar,01/03/2008,Mountain Bikes,Bikes,United Kingdom,Europe,73577.50
2008,Mar,01/03/2008,Road Bikes,Bikes,Northwest,North America,58678.81
2008,Mar,01/03/2008,Mountain Frames,Components,Southwest,North America,45799.84
2008,Mar,01/03/2008,Mountain Bikes,Bikes,Northwest,North America,40862.61
2008,Mar,01/03/2008,Road Bikes,Bikes,Germany,Europe,36362.86
2008,Mar,01/03/2008,Mountain Bikes,Bikes,Southeast,North America,30421.99
2008,Mar,01/03/2008,Mountain Bikes,Bikes,France,Europe,22972.22
2008,Mar,01/03/2008,Road Frames,Components,Southwest,North America,20835.30
2008,Mar,01/03/2008,Mountain Bikes,Bikes,Germany,Europe,16504.39
2008,Mar,01/03/2008,Mountain Frames,Components,Canada,North America,13727.28
2008,Mar,01/03/2008,Mountain Frames,Components,Northwest,North America,12982.38
2008,Mar,01/03/2008,Road Frames,Components,Northeast,North America,11741.54
2008,Mar,01/03/2008,Wheels,Components,Southwest,North America,10530.09
2008,Mar,01/03/2008,Mountain Frames,Components,United Kingdom,Europe,9712.03
2008,Mar,01/03/2008,Road Frames,Components,France,Europe,6414.90
2008,Mar,01/03/2008,Wheels,Components,Canada,North America,4690.13
2008,Mar,01/03/2008,Tights,Clothing,Southwest,North America,4146.20
2008,Mar,01/03/2008,Road Frames,Components,Northwest,North America,3406.46
2008,Mar,01/03/2008,Bib-Shorts,Clothing,Southwest,North America,3293.63
2008,Mar,01/03/2008,Jerseys,Clothing,Southwest,North America,2804.25
2008,Mar,01/03/2008,Headsets,Components,Southwest,North America,2706.40
2008,Mar,01/03/2008,Mountain Bikes,Bikes,Northeast,North America,2485.70
2008,Mar,01/03/2008,Gloves,Clothing,Southwest,North America,2475.46
2008,Mar,01/03/2008,Road Frames,Components,Southeast,North America,2413.20
2008,Mar,01/03/2008,Forks,Components,Southwest,North America,2203.10
2008,Mar,01/03/2008,Wheels,Components,Central,North America,2090.37
2008,Mar,01/03/2008,Gloves,Clothing,Canada,North America,1946.74
2008,Mar,01/03/2008,Helmets,Accessories,Southwest,North America,1909.64
2008,Mar,01/03/2008,Tights,Clothing,Canada,North America,1844.75
2008,Mar,01/03/2008,Wheels,Components,Northwest,North America,1773.08
2008,Mar,01/03/2008,Wheels,Components,United Kingdom,Europe,1694.74
2008,Mar,01/03/2008,Shorts,Clothing,Southwest,North America,1547.74
2008,Mar,01/03/2008,Tights,Clothing,Central,North America,1484.80
2008,Mar,01/03/2008,Wheels,Components,Southeast,North America,1374.30
2008,Mar,01/03/2008,Road Frames,Components,Canada,North America,1297.81
2008,Mar,01/03/2008,Forks,Components,Canada,North America,1239.25
2008,Mar,01/03/2008,Headsets,Components,Canada,North America,1158.59
2008,Mar,01/03/2008,Jerseys,Clothing,Canada,North America,1153.62
2008,Mar,01/03/2008,Bib-Shorts,Clothing,Northeast,North America,1079.88
2008,Mar,01/03/2008,Handlebars,Components,Southwest,North America,1054.72
2008,Mar,01/03/2008,Gloves,Clothing,Southeast,North America,982.17
2008,Mar,01/03/2008,Tights,Clothing,Southeast,North America,944.87
2008,Mar,01/03/2008,Wheels,Components,Northeast,North America,868.85
2008,Mar,01/03/2008,Mountain Frames,Components,Central,North America,837.02
2008,Mar,01/03/2008,Tights,Clothing,Northeast,North America,809.89
2008,Mar,01/03/2008,Shorts,Clothing,Canada,North America,719.88
2008,Mar,01/03/2008,Shorts,Clothing,Northeast,North America,719.88
2008,Mar,01/03/2008,Gloves,Clothing,Central,North America,706.61
2008,Mar,01/03/2008,Headsets,Components,United Kingdom,Europe,702.04
2008,Mar,01/03/2008,Helmets,Accessories,Canada,North America,686.34
2008,Mar,01/03/2008,Gloves,Clothing,United Kingdom,Europe,666.49
2008,Mar,01/03/2008,Jerseys,Clothing,Northeast,North America,663.33
2008,Mar,01/03/2008,Mountain Frames,Components,Southeast,North America,627.77
2008,Mar,01/03/2008,Bib-Shorts,Clothing,Canada,North America,593.93
